Title	Identifier	Platforms	Website	Development Studio	Studio Location	Publisher	Sponsor	Early Access Date	Release Date	Languages	Media Format	Genres	Awards	Store	Presskit	Articles	Twitter	Development Log	Source	Online Play	Download Page	Direct Download	Trailer Video Link	Logo Direct Link	Screenshot Direct Link	Box Art Direct Link	Description	Credits	Remarks	State (released, unreleased, canceled)	Data Quality
Don't Kill Her	dontkillher	PC, Mac	http://www.wuthrer.net/dontkillher/	Wuthrer				2013-02-05							http://www.wuthrer.net/dontkillher/dl/DKH_presskit.zip							http://www.wuthrer.net/dontkillher/	https://www.youtube.com/watch?v=83qOgJ3Uj8c		http://www.wuthrer.net/dontkillher/img/screenshots/1.jpg		An oddly cute indie game featuring a seemingly dead woman, and you, playing her murderer.			Demo	7120
Memowizz	memowizz	Android, iOS, PC, Mac, Web	https://sites.google.com/site/memowizzwebsite/	Wizz association	Lausanne					French, English		RPG, Puzzle			https://sites.google.com/site/presskitmemowizz/		https://twitter.com/MemowizzGame?lang=fr				https://drive.google.com/uc?export=download&id=0B5-L-ulU4bxseVZFMFNHMG04WEk		https://www.youtube.com/watch?v=XeQm-saYBI4			https://sites.google.com/site/memowizzwebsite/_/rsrc/1477087809824/home/MClownsite.jpg	A game inspired by the original cosplay musical show.		Thank you!	released	6242
Space Exploration: Serpens Sector	spaceexploration	PC, Mac, Linux, Java	http://zarkonnen.com/spaceexploration	David Stark	Zurich			2017-09-12		English		RPG		https://zarkonnen.itch.io/space-exploration-serpens-sector			@zarkonnen_com					http://zarkonnen.com/static/bumble/media/uploads/SpaceExploration.zip			https://img.itch.zone/aW1hZ2UvMTc0NDU3LzgxMzk5Ni5wbmc=/original/r8Vm1Y.png		Explore and map the stars of the newly re-discovered Serpens Sector. Acquire and manage crew with various talents and opinions. Encounter alien species like the warlike Gloptians, desperate Thellurm, powerful Nemans, and mysterious Pan-Opta. Attempt to uncover the cause of the great calamity that nearly wiped out mankind a generation ago.  Fight enemy ships in a turn-based combat system: hide behind planets, navigate through asteroid fields, hack enemy ships, and use your crew's special abilities.			released	6232
Airheart - Tales of broken Wings	airhearttalesofbrokenwings	OSX, Windows	http://airheartgame.com/	Blindflug Studios	Zürich			2016-10-13						http://store.steampowered.com/app/531180/AIRHEART__Tales_of_broken_Wings/	http://presskit.blindflugstudios.com/sheet.php?p=airheart_tales_of_broken_wings		twitter.com/airheartgame						https://www.youtube.com/watch?v=ryPH_V_fmj4		https://static1.squarespace.com/static/56d4b68320c6470d703ceaed/57837ca8197aeaa57b5dcc54/57f5222059cc68f9d6b2e85c/1475682878675/Airheart_Screenshot-09+copy.png?format=1500w		AIRHEART is a dieselpunk action game about a young woman, who flies her airplane and catches skyfish among beautiful sky islands. Amelias biggest dream is to reach the stratosphere and to bring down the legendary Skywhale, which promises riches and fame for a lifetime.			released	6231
Mirage	mirage	PC, Mac	http://www.mariov.ch/mirage/	Mario von Rickenbach				2010					Independent Games Festival, 2012, San Francisco, USA – Nominated for «Excellence in Visual Art»,European Indie Game Days, 2012, Marseille, FR – Grand Prize,European Indie Game Days, 2012, Marseille, FR – Originality Award,BIG Festival, 2012, São Paulo, BR – Nominated for «Best Audio»										https://player.vimeo.com/video/52407555?portrait=0&badge=0&color=ffffff/		https://projects.mariov.ch/mirage/media_scaled/media/screenshots/mirage_sea_6-870.jpg		In Mirage you play an underwater tophat that has coupled together with a  human foot, ready to  explore its surreal surroundings. By grabbing eyes and other body parts  along the way, the tophat can perceive the world differently.			released	6120
The Guts of The City	thegutsofthecity	Browser	https://gamejolt.com/games/thegutsofthecity/272059	Jönu Films				2017												https://gamejolt.com/games/thegutsofthecity/272059					https://p5b4y2t6.ssl.hwcdn.net/screenshot-thumbnail/900x2000/447377-v3.jpg		An atmospheric horror point 'n click  This short game plays in a hostile urban future. You're a panhandling kid trying to make it through the day.  Navigate through the beggarly Zone and the Frontier, the border to Whale Town.			released	6110
Flux	flux	PC, MAC	http://www.huya.ch/flux/	Yannic Hungerbühler	Zürich										http://www.huya.ch/press/		https://twitter.com/FLUX_for_two						https://www.youtube.com/watch?v=5OBYT-jrj_U		https://huya.ch/press/images/FLUX%20Screenshot%204.png		FLUX is a cooperative puzzle game for two players with a focus on communication and interdependencies. Each of the players has to choose one of the two protagonists. One character is controlled with the mouse, the other one with the keyboard or a gamepad. Together trapped in a world of abstract shapes and elements, there is not much explained but a lot to be discovered. Each chamber needs to be explored, touched, listened to or be observed in order to reach the exit. FLUX brings a new approch to a local coop experience. The asymmetric controls force the players to communicate and develop strategies to solve puzzles. The players are challenged by a variety of ever changing level designs and mechanics.			released	5131
Helvetii	helvetii	Windows, PS4, Switch	http://helvetii-game.com	The Crag Parliament	Lausanne					English, French, Japanese, German		Action, Roguelite			https://helvetii-game.com/media-horizon/		https://twitter.com/kpeclet	https://helvetii-game.com/blog					https://www.youtube.com/watch?v=WusNK-_6Fx0		https://static1.squarespace.com/static/59728148f7e0ab1a5fdfaa1c/597f8c1e414fb5dccd4200ec/597fbf81a5790a9c0ffa9fc7/1501544323487/SS1.jpg?format=2500w					in Development	4143
Colorful Darkness	colorfuldarkness		http://www.colorfuldarknessgame.com/	Piñata Punch	Lausanne	Shy Robot Games							Swiss Game Award 2018		www.colorfuldarknessgame.com/press	https://blogs.letemps.ch/yannick-rochat/2017/09/16/le-millesime-2017-des-jeux-video-suisses-presentes-a-la-gamescom/	https://twitter.com/rgbd4rkn355						https://www.youtube.com/watch?v=GSOZtzM_c8w				Colorful Darkness is a 2D adventure game set in a cyberpunk future combining point and click mechanics and a realistic computer hacking gameplay			in development	4042
Planet Guardian VR	planetguardianvr		http://www.planetguardianvr.com/	David Roulin & Olivier Amrein	Lausanne	Shy Robot Games								https://store.steampowered.com/app/759040/Planet_Guardian_VR/			https://twitter.com/planetguardvr						https://www.youtube.com/watch?v=IBGKVJvfv1o				Planet Guardian is a VR game where you defend a planet against incoming asteroids			in development	4121
Farewell	farewell	iOS		Miriam Wissel																			https://www.youtube.com/watch?v=J1eEYCmA5og				Storyline: The main character of Farewell is a young Inuit who involuntarily sets out on an adventurous quest. One day, when he goes fishing, he tries to cast his angling rod but the hook gets tangled up in his shoe. The boy falls over, hits his head on the ice, and looses consciousness. His head hit the ice so hard that as he is lying there, an ice-floe separates from the mainland and drifts out into the open sea. After a long journey halfway across the globe, he runs ashore on a mystical island in the middle of the ocean. The gamer’s task now is to collect various items and use them in a way that will enable the Inuit to escape from the island. If this task is completed successfully, the Inuit moves on to another island, which he will try to escape from again. Thus begins a journey that will take the gamer to a variety of small, atmospheric worlds which will challenge him or her with a number of sophisticated and humorous riddles.			released	3110
Nimbatus - The Space Drone Constructor	nimbatus	PC, Mac, Linux	http://nimbatus.com	Stray Fawn Studio	Zürich	Stray Fawn Studio		2018-10-03		English		Simulation, Action		https://store.steampowered.com/app/383840/Nimbatus__The_Space_Drone_Constructor/	https://strayfawnstudio.com/presskit/sheet.php?p=nimbatus_the_space_drone_constructor		@NimbatusGame						https://www.youtube.com/watch?v=bbb5W7h82cw		https://steamcdn-a.akamaihd.net/steam/apps/383840/ss_47a9430325a431fb7dd133030db3b61e1ac653fd.1920x1080.jpg		Nimbatus - The Space Drone Constructor is an action-packed  simulation game. Craft drones out of hundreds of different parts and  explore a destructible, procedurally generated galaxy. Build autonomous  drones to fight against other players' creations. Do you have what it  takes to become a drone engineer?			released	6252
MyTP series	mytpseries	iOS, Mac	http://www.rndrln-games.com/	RNDRLN Games																										released	2110
Picnic Wars	picnicwars	iOS, WinPhone	https://www.facebook.com/PicnicWars	Crown Adam AG																										released	2110
Stabilove	stabilove	PC	http://wuthrer.net/sites/stabilove/	Wuthrer																										released	2110
Trigger Rally	triggerrally	Web	https://triggerrally.com/	Jasmine Kent																										released	2110
Bike.Trip	biketrip		http://exer.world	Fusion.Robot GmbH																											2000
Organ Run	organrun		http://organrun.org	Fusion.Robot GmbH																										unreleased	2000
Identity Crisis	identitycrisis																						https://www.youtube.com/watch?v=k9Byv35X7m0							Cancelled	1000
Intraland	intraland																						https://player.vimeo.com/video/78900246/							released	1000
Lowboat	lowboat																						https://www.youtube.com/watch?v=_Sk9BOlM-rI							Canceled	1000
Ned & Ted	nedted																						https://player.vimeo.com/video/77280126/							released	1000
Stop, Ampeltime!	stopampeltime																						https://www.youtube.com/watch?v=a1Do11HKZHA							released	1000
Tower Offense	toweroffense																						https://www.youtube.com/watch?v=LOY85NoZ2lU							Canceled	1000
Trial of Totems: Ever More	trialoftotems																						https://player.vimeo.com/video/95665845?title=0&byline=0&portrait=0							released	1000
Kawaii Panda Flappy Adventure2	kawaiipandaflappyadventure2													https://play.google.com/store/apps/details?id=com.pixcube.kawaiibounce																released	100
The Spinning Wheel of imminent Death	thespinningwheelofimminentdeath													https://itunes.apple.com/us/app/spinning-wheel-imminent-death/id971764547?mt=8																released	100
breakIn	breakin	MacOS	http://www.la1n.ch/macosclassic/index.php#collection	la1n	Zürich				1997-05-03	English												http://www.la1n.ch/macosclassic/bonYxbreakInGrotic.zip			http://www.la1n.ch/macosclassic/picture/breakin3.png		A variant of Arkanoid.	Imp89	Release date estimated from file timestamps.	released	6140
bonYx	bonyx	MacOS	http://www.la1n.ch/macosclassic/index.php#collection	la1n	Zürich				1997-04-25	English												http://www.la1n.ch/macosclassic/bonYxbreakInGrotic.zip			http://www.la1n.ch/macosclassic/picture/bonyx2.png		A puzzle game.	Imp89	Release date estimated from file timestamps.	released	6140
Blown Eye	blowneye	MacOS	http://www.la1n.ch/macosclassic/index.php#collection	la1n	Zürich				1997-02-17	English												http://www.la1n.ch/macosclassic/blowneye.zip			http://www.la1n.ch/macosclassic/picture/blowneye.png		Blown Eye is a classic sideshooter. The game was programmed nearly 10 Years ago from our friends imp89. Only a demo was released. blown-eye runs in 256 colors - so please switch to 256 colors in system preferences or in control panel. of course it's freeware. there will be no support at all.	Imp89	Release date estimated from file timestamps.	Released	6140
MODSORK	modsork	PC	https://modsork.com/	Cinnoman Games		Cinnoman Games		2018-08-16		English		Action		https://store.steampowered.com/app/588200/MODSORK/	https://modsork.com/index.php/media/		https://twitter.com/modsork						https://vimeo.com/268554366		https://modsork.com/wp-content/uploads/2018/07/Desktop-Screenshot-2018.07.23-14.33.07.70.png		It’s an addictive challenge that will twist your brain and test your  ambidexterity:  You control two buddies at the same time in this  beat-synced arcade game. Connect them with lasers in order to  clothesline endless waves of grumpy geometrical shapes and climb the  leaderboard!			Released	6242
Wing Zero II	wingzeroii	Google play	https://www.polarityflow.com/	Polarity Flow	Zurich					English		Shoot-em-Up		https://play.google.com/store/apps/details?id=ch.s1ze.wingzero2z	https://www.polarityflow.com/press/		https://twitter.com/s1zemusic								https://lh3.ggpht.com/8u5HsgCFlwh1DyuHNzFIyXS0dtfzaMCUKnS2x56uR5hw69YYEtTQ7cQPeBwlZa_9hVrc=w1920-h956		Bullet Hell Shmup meets RPG and Color Puzzle elements! Control a Wing of Choice and Power Up to survive Waves of different Enemies in a variety of Air - Land - Sea Battles and Epic Boss Fights in this ultimate addictive, fast paced Sky War Game! Change between 2 Firemodes: RED or BLUE. You can absorb Bullets of the same color to use your " OVERLOAD " Screen Bomb Skill or change Color to maximize Damage and Risk. Join this epic Battle now!	Adrian Zingg, Business, Game Design & Development		Released	4252
Kiss App / Kiss Trainer	kissappkisstrainer	Google play, iOS, Windows phone	https://www.polarityflow.com/	Polarity Flow	Zurich					English				https://play.google.com/store/apps/details?id=ch.s1ze.kissapp	https://www.polarityflow.com/press/		https://twitter.com/s1zemusic								https://lh3.ggpht.com/bzBYLzG7ndDHzma2PAqy3VoG76Ql56p9grUiwSzQHyT4RDCy2_2DQNEPcczKVLLTO6XK=w1920-h956			Adrian Zingg, Business, Game Design & Development		Released	3251
